action,index,row,original,new
insert,1593,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1594,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1595,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1596,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1597,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1598,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1599,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1600,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1601,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1602,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1603,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1604,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1605,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1606,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1607,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1608,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1609,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1610,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1611,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1612,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1613,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1614,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1615,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1616,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1617,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1618,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1619,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1620,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1621,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1622,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1623,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1624,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1625,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1626,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1627,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1628,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1629,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1630,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1631,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1632,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1633,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1634,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1635,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1636,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1637,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1638,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1639,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1640,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1641,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1642,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1643,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1644,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1645,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1646,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1647,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1648,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1649,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1650,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1651,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1652,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1653,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1654,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1655,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1656,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1657,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1658,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1659,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1660,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1661,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1662,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1663,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1664,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1665,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1666,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1667,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1668,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1669,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1670,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1671,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1672,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1673,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1674,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1675,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1676,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1677,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1678,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1679,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1680,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1681,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1682,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1683,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1684,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1685,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1686,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1687,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1688,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1689,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1690,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1691,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1692,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1693,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1694,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1695,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1696,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1697,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1698,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1699,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1700,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1701,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1702,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1703,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1704,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1705,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1706,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1707,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1708,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1709,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1710,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1711,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1712,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1713,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1714,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1715,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1716,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1717,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1718,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1719,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1720,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1721,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1722,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1723,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1724,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1725,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1726,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1727,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1728,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1729,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1730,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1731,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1732,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1733,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1734,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1735,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1736,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1737,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1738,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1739,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1740,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1741,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1742,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1743,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1744,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1745,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1746,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1747,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1748,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1749,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1750,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1751,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1752,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1753,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1754,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1755,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1756,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1757,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
insert,1758,"{'station name': '\xa0', 'cost center': '\xa0', 'country code': 'MU'}",,
