action,index,row,original,new
insert,3832,"{'station name': 'FCM technicon', 'cost center': nan, 'country code': 'ZA'}",,
insert,3833,"{'station name': 'GAME CITY', 'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}",,
insert,3834,"{'station name': 'VILLAGE', 'cost center': 'BW111S0008 - 154186', 'country code': 'BW'}",,
insert,3835,"{'station name': 'GALO', 'cost center': 'BW111S0012 - 154188', 'country code': 'BW'}",,
insert,3836,"{'station name': 'DUMELA', 'cost center': 'BW111S0004 - 154168', 'country code': 'BW'}",,
insert,3837,"{'station name': 'MMAMASHIA', 'cost center': 'BW111S0021 - 154189', 'country code': 'BW'}",,
update,3838,,"{'cost center': 'BW111S0018 - 61787', 'station name': 'WESTERN', 'city': 'GABORONE', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'BW', 'norm_name': 'western'}","{'cost center': 'KE111S0046', 'station name': 'Westend', 'city': 'GABORONE', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'KE', 'norm_name': 'western'}"
insert,3839,"{'station name': 'KWENA', 'cost center': 'BW111S0014 - 154187', 'country code': 'BW'}",,
insert,3840,"{'station name': 'KANYE', 'cost center': 'BW111S0005 - 154114', 'country code': 'BW'}",,
insert,3841,"{'station name': 'SHERWOOD', 'cost center': 'BW111S0003 - 154126', 'country code': 'BW'}",,
insert,3842,"{'station name': 'GILCK', 'cost center': 'BW111S0013 - 154115', 'country code': 'BW'}",,
insert,3843,"{'station name': 'MODERN AUTO MOTORS', 'cost center': 'BW111S0001 - 154169', 'country code': 'BW'}",,
insert,3844,"{'station name': 'ROADWAY', 'cost center': 'BW111S0023 - 154192', 'country code': 'BW'}",,
update,3845,,"{'cost center': 'BW111S0002 - 154170', 'station name': 'PLAZA', 'city': 'SELEBI PIKWE', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'BW', 'norm_name': 'plaza'}","{'cost center': 'SZ111S0003', 'station name': 'PLAZA', 'city': 'SELEBI PIKWE', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'SZ', 'norm_name': 'plaza'}"
insert,3846,"{'station name': 'SEJELO', 'cost center': 'BW111S0028 - 154190', 'country code': 'BW'}",,
insert,3847,"{'station name': 'OODI', 'cost center': 'BW111S0034 - 536516', 'country code': 'BW'}",,
insert,3848,"{'station name': 'MOLEPOLOLE', 'cost center': 'BW111S0035 - 538380', 'country code': 'BW'}",,
insert,3849,"{'station name': 'BOBONONG', 'cost center': 'BW111S0032 - 539567', 'country code': 'BW'}",,
insert,3850,"{'station name': 'METLOJANE', 'cost center': 'BW111S0031 - 508193', 'country code': 'BW'}",,
insert,3851,"{'station name': 'SEFHARE', 'cost center': 'BW111S0030 - 154191', 'country code': 'BW'}",,
insert,3852,"{'station name': 'MODIPANE', 'cost center': 'BW111S0036', 'country code': 'BW'}",,
insert,3853,"{'station name': 'MASTERS VALLEY', 'cost center': 'BW111S0024', 'country code': 'BW'}",,
insert,3854,"{'station name': 'DIBETE', 'cost center': 'BW111S0027 - 160345', 'country code': 'BW'}",,
insert,3855,"{'station name': 'SERULE', 'cost center': nan, 'country code': 'BW'}",,
insert,3856,"{'station name': 'GOSIAME', 'cost center': nan, 'country code': 'BW'}",,
insert,3857,"{'station name': 'RAMOTSWA', 'cost center': nan, 'country code': 'BW'}",,
insert,3858,"{'station name': 'MDWALI FILLING STATION (NAKIWE INVESTMENTS)', 'cost center': 'SZ111S0005', 'country code': 'SZ'}",,
insert,3859,"{'station name': 'PLAZA TOTAL FILLING STATION', 'cost center': 'SZ111S0003', 'country code': 'SZ'}",,
insert,3860,"{'station name': 'ROBS GARAGE &amp; FILLING STATION (BOTTOM)', 'cost center': 'SZ111S0017', 'country code': 'SZ'}",,
insert,3861,"{'station name': 'TOTAL EZULWINI', 'cost center': 'SZ111S0024', 'country code': 'SZ'}",,
insert,3862,"{'station name': 'TOTAL SIGODWENI FILLING STATION', 'cost center': 'SZ111S0008', 'country code': 'SZ'}",,
insert,3863,"{'station name': 'ROBS GARAGE &amp; FILLING STATION (TOP)', 'cost center': 'SZ111S0016', 'country code': 'SZ'}",,
insert,3864,"{'station name': 'T JUNCTION FILLING STATION (DARYALI INVESTMENTS)', 'cost center': 'SZ111S0012', 'country code': 'SZ'}",,
insert,3865,"{'station name': 'TOTAL MAFUTSENI', 'cost center': 'SZ111S0019', 'country code': 'SZ'}",,
insert,3866,"{'station name': 'TOTAL NGONINI', 'cost center': 'SZ111S0020', 'country code': 'SZ'}",,
insert,3867,"{'station name': 'TOTAL NGWANE PARK', 'cost center': 'SZ111S0023', 'country code': 'SZ'}",,
insert,3868,"{'station name': 'TOTAL RUSI FILLING STATION', 'cost center': 'SZ111S0021', 'country code': 'SZ'}",,
insert,3869,"{'station name': 'TOTAL TUMS FILLING STATION', 'cost center': 'SZ111S0028', 'country code': 'SZ'}",,
insert,3870,"{'station name': 'GWAMILE TOTAL FILLING STATION', 'cost center': 'SZ111S0006', 'country code': 'SZ'}",,
insert,3871,"{'station name': 'KA FOLISHI SERVICE STATION PTY LTD', 'cost center': 'SZ111S0002', 'country code': 'SZ'}",,
insert,3872,"{'station name': 'LOMAHASHA SERVICE STATION', 'cost center': 'SZ111S0013', 'country code': 'SZ'}",,
insert,3874,"{'station name': 'RIVERVIEW FILLING STATION', 'cost center': 'SZ111S0001', 'country code': 'SZ'}",,
insert,3875,"{'station name': 'TOTAL GARDENS (DANZOR INVESTMENTS)', 'cost center': 'SZ111S0004', 'country code': 'SZ'}",,
insert,3876,"{'station name': 'TOTAL MPAKA', 'cost center': 'SZ111S0018', 'country code': 'SZ'}",,
insert,3877,"{'station name': 'TOTAL SHEFFIELD STATION', 'cost center': 'SZ111S0009', 'country code': 'SZ'}",,
insert,3878,"{'station name': 'TOTAL MONENI', 'cost center': 'SZ111S0007', 'country code': 'SZ'}",,
insert,3879,"{'station name': 'TOTAL LUDZELUDZE', 'cost center': 'SZ111S0029', 'country code': 'SZ'}",,
insert,3880,"{'station name': 'Mpingwe Service Station', 'cost center': 'MW111S3014', 'country code': 'MW'}",,
insert,3881,"{'station name': 'Area 12 Service Station', 'cost center': 'MW111S3027', 'country code': 'MW'}",,
insert,3882,"{'station name': 'Area 3 Service Station', 'cost center': 'MW111S3036', 'country code': 'MW'}",,
insert,3883,"{'station name': 'Area 6 Service Station', 'cost center': 'MW111S4031', 'country code': 'MW'}",,
insert,3884,"{'station name': 'Balaka Service Station', 'cost center': 'MW111S3010', 'country code': 'MW'}",,
insert,3885,"{'station name': 'Bisnowatty Service Station', 'cost center': 'MW111S4006', 'country code': 'MW'}",,
insert,3886,"{'station name': 'Bunda Turn Off Service Station', 'cost center': 'MW111S4024', 'country code': 'MW'}",,
insert,3887,"{'station name': 'Bwaila Service Station', 'cost center': 'MW111S3037', 'country code': 'MW'}",,
insert,3888,"{'station name': 'Capital Hill Service Station', 'cost center': 'MW111S4033', 'country code': 'MW'}",,
insert,3889,"{'station name': 'Causeway Service Station', 'cost center': 'MW111S3019', 'country code': 'MW'}",,
insert,3890,"{'station name': 'Chichiri Service Station', 'cost center': 'MW111S3052', 'country code': 'MW'}",,
insert,3891,"{'station name': 'Chikwawa Road Service Station', 'cost center': 'MW111S3017', 'country code': 'MW'}",,
insert,3892,"{'station name': 'Churchill Road Service Station', 'cost center': 'MW111S3022', 'country code': 'MW'}",,
insert,3893,"{'station name': 'Constantini Service Station', 'cost center': 'MW111S4007', 'country code': 'MW'}",,
insert,3894,"{'station name': 'Dalton Service Station', 'cost center': 'MW111S4035', 'country code': 'MW'}",,
insert,3895,"{'station name': 'Dedza Service Station', 'cost center': 'MW111S3040', 'country code': 'MW'}",,
insert,3896,"{'station name': 'Dowa Turn-Off Service Station', 'cost center': 'MW111S4041', 'country code': 'MW'}",,
insert,3897,"{'station name': 'Dwangwa Service Station', 'cost center': 'MW111S0042', 'country code': 'MW'}",,
insert,3898,"{'station name': 'Ekwendeni Service Station', 'cost center': 'MW111S4020', 'country code': 'MW'}",,
insert,3899,"{'station name': 'Gateway Mall Service Station', 'cost center': 'MW111S3068', 'country code': 'MW'}",,
insert,3900,"{'station name': 'Haile Selassie Service Station', 'cost center': 'MW111S4037', 'country code': 'MW'}",,
insert,3901,"{'station name': 'Speedys Highway Service Station', 'cost center': 'MW111S4038', 'country code': 'MW'}",,
insert,3902,"{'station name': 'Independence Drive Service Station', 'cost center': 'MW111S3066', 'country code': 'MW'}",,
insert,3903,"{'station name': 'Ishmael Service Station', 'cost center': 'MW111S3050', 'country code': 'MW'}",,
insert,3904,"{'station name': 'Kambuku Service Station', 'cost center': 'MW111S3033', 'country code': 'MW'}",,
insert,3905,"{'station name': 'Kanengo Service Station Station', 'cost center': 'MW111S3049', 'country code': 'MW'}",,
insert,3906,"{'station name': 'Kanjedza Service Station', 'cost center': 'MW111S3021', 'country code': 'MW'}",,
insert,3907,"{'station name': 'Karonga Main Service Station', 'cost center': 'MW111S3063', 'country code': 'MW'}",,
insert,3908,"{'station name': 'Kasungu Main Service Station', 'cost center': 'MW111S3030', 'country code': 'MW'}",,
insert,3909,"{'station name': 'Kasungu Mtunthama Service Station', 'cost center': 'MW111S3029', 'country code': 'MW'}",,
insert,3910,"{'station name': 'Kristwick Service station', 'cost center': 'MW111S3067', 'country code': 'MW'}",,
insert,3911,"{'station name': 'Lilongwe Service Station', 'cost center': 'MW111S3038', 'country code': 'MW'}",,
insert,3912,"{'station name': 'Limbe Lonrho Service Station', 'cost center': 'MW111S3023', 'country code': 'MW'}",,
insert,3913,"{'station name': 'Machinjiri  Service Station', 'cost center': 'MW111S4015', 'country code': 'MW'}",,
insert,3914,"{'station name': 'Mangochi Service Stattion', 'cost center': 'MW111S3005', 'country code': 'MW'}",,
insert,3915,"{'station name': 'Mchengautuwa Service Station', 'cost center': 'MW111S4012', 'country code': 'MW'}",,
insert,3916,"{'station name': 'Monkeybay Service Station', 'cost center': 'MW111S3004', 'country code': 'MW'}",,
insert,3917,"{'station name': 'Mount Pleasant Service Station', 'cost center': 'MW111S3018', 'country code': 'MW'}",,
insert,3918,"{'station name': 'Msundwe Service Station', 'cost center': 'MW111S4028', 'country code': 'MW'}",,
insert,3919,"{'station name': 'Mulanje Service Station', 'cost center': 'MW111S3051', 'country code': 'MW'}",,
insert,3920,"{'station name': 'Murray Road Service Station', 'cost center': 'MW111S3035', 'country code': 'MW'}",,
insert,3921,"{'station name': 'Mzimba Filling Station', 'cost center': 'MW111S4016', 'country code': 'MW'}",,
insert,3922,"{'station name': 'Mzuzu Main Service Station', 'cost center': 'MW111S3003', 'country code': 'MW'}",,
insert,3923,"{'station name': 'Mzuzu Market Service Station', 'cost center': 'MW111S0045', 'country code': 'MW'}",,
insert,3924,"{'station name': 'Nantipwiri Service Station', 'cost center': 'MW111S4002', 'country code': 'MW'}",,
insert,3925,"{'station name': 'Nchalo Service Station', 'cost center': 'MW111S3016', 'country code': 'MW'}",,
insert,3926,"{'station name': 'Ndirande Service Station', 'cost center': 'MW111S3012', 'country code': 'MW'}",,
insert,3927,"{'station name': 'Ngabu Service Station', 'cost center': 'MW111S4021', 'country code': 'MW'}",,
insert,3928,"{'station name': 'Nkhatabay Service Station', 'cost center': 'MW111S4030', 'country code': 'MW'}",,
insert,3929,"{'station name': 'Ntcheu Service Station', 'cost center': 'MW111S3061', 'country code': 'MW'}",,
insert,3930,"{'station name': 'Nyambadwe Service Station', 'cost center': 'MW111S4034', 'country code': 'MW'}",,
insert,3931,"{'station name': 'Polytechnic Service Station', 'cost center': 'MW111S3058', 'country code': 'MW'}",,
insert,3932,"{'station name': 'Rumphi Service Station', 'cost center': 'MW111S4040', 'country code': 'MW'}",,
insert,3933,"{'station name': 'Salima Matundu Service Station', 'cost center': 'MW111S4029', 'country code': 'MW'}",,
insert,3934,"{'station name': 'Salima Kaphatenga Service Station', 'cost center': 'MW111S3031', 'country code': 'MW'}",,
insert,3935,"{'station name': 'Thunga Service Station', 'cost center': 'MW111S3024', 'country code': 'MW'}",,
insert,3936,"{'station name': 'Tsiranana Service Station', 'cost center': 'MW111S4023', 'country code': 'MW'}",,
insert,3937,"{'station name': 'Ufulu Road Service Station', 'cost center': 'MW111S3034', 'country code': 'MW'}",,
insert,3938,"{'station name': 'Walkers Service Station', 'cost center': 'MW111S4009', 'country code': 'MW'}",,
insert,3939,"{'station name': 'Zomba Central Service Station', 'cost center': 'MW111S3008', 'country code': 'MW'}",,
insert,3940,"{'station name': 'Zomba City Service Station', 'cost center': 'MW111S4042', 'country code': 'MW'}",,
insert,3941,"{'station name': 'Zomba Lakeroad Service Station', 'cost center': 'MW111S3007', 'country code': 'MW'}",,
insert,3942,"{'station name': 'Zomba Universal Filling Station', 'cost center': 'MW111S3047', 'country code': 'MW'}",,
insert,3943,"{'station name': 'Chilomoni Service Station', 'cost center': 'MW111S4045', 'country code': 'MW'}",,
insert,3944,"{'station name': 'Mpondasi Service Staion', 'cost center': 'MW111S4046', 'country code': 'MW'}",,
insert,3945,"{'station name': 'Temmev Service Station', 'cost center': 'MW111S4039', 'country code': 'MW'}",,
insert,3946,"{'station name': 'Golomoti Service Station', 'cost center': 'MW111S4048', 'country code': 'MW'}",,
insert,3947,"{'station name': 'Chezi Service Station', 'cost center': 'MW111S4041', 'country code': 'MW'}",,
insert,3948,"{'station name': 'Kamuzu Rd Service Station', 'cost center': 'MW111S4042', 'country code': 'MW'}",,
insert,3949,"{'station name': 'Muloza Service Station', 'cost center': 'MW111S4043', 'country code': 'MW'}",,
insert,3950,"{'station name': 'Airport Junction Service Station', 'cost center': 'MW111S4044', 'country code': 'MW'}",,
insert,3951,"{'station name': 'Chiradzulu Service Station', 'cost center': 'MW111S4044', 'country code': 'MW'}",,
insert,3952,"{'station name': 'P.A. CATENGUE', 'cost center': 'AO111S2001', 'country code': 'AO'}",,
insert,3953,"{'station name': 'P.A. CANJALA', 'cost center': 'AO111S2002', 'country code': 'AO'}",,
insert,3954,"{'station name': 'P.A. POMBALOMBO', 'cost center': 'AO111S2003', 'country code': 'AO'}",,
insert,3955,"{'station name': 'E.S. BOLAMA', 'cost center': 'AO111S2004', 'country code': 'AO'}",,
insert,3956,"{'station name': 'P.A. CAVIVA', 'cost center': 'AO111S2005', 'country code': 'AO'}",,
insert,3957,"{'station name': 'P.A. OLWI', 'cost center': 'AO111S4501', 'country code': 'AO'}",,
insert,3958,"{'station name': 'E.S. GRANJA', 'cost center': 'AO111S4001', 'country code': 'AO'}",,
insert,3959,"{'station name': 'P.A. ALTO HAMA II', 'cost center': 'AO111S4002', 'country code': 'AO'}",,
insert,3960,"{'station name': 'P.A. TCHINDJENDJE', 'cost center': 'AO111S4003', 'country code': 'AO'}",,
insert,3961,"{'station name': 'E.S. KAÁLA', 'cost center': 'AO111S4004', 'country code': 'AO'}",,
insert,3962,"{'station name': 'E.S. CALILONGUE', 'cost center': 'AO111S4005', 'country code': 'AO'}",,
insert,3963,"{'station name': 'P.A. ALTO DA CONCEIÇÃO', 'cost center': 'AO111S3001', 'country code': 'AO'}",,
insert,3964,"{'station name': 'E.S. NOMBAMBI', 'cost center': 'AO111S3002', 'country code': 'AO'}",,
insert,3965,"{'station name': 'P.A. KISSANGA II', 'cost center': 'AO111S1001', 'country code': 'AO'}",,
insert,3966,"{'station name': 'P.A. MULUNDO', 'cost center': 'AO111S1002', 'country code': 'AO'}",,
insert,3967,"{'station name': 'P.A. KIBALA II', 'cost center': 'AO111S1501', 'country code': 'AO'}",,
insert,3968,"{'station name': 'P.A. ROTUNDA I', 'cost center': 'AO111S1502', 'country code': 'AO'}",,
insert,3969,"{'station name': 'P.A. ASSACA', 'cost center': 'AO111S1503', 'country code': 'AO'}",,
insert,3970,"{'station name': 'E.S. HONGA', 'cost center': 'AO111S0001', 'country code': 'AO'}",,
insert,3971,"{'station name': 'E.S. MANUEL VANDÚNEM', 'cost center': 'AO111S0002', 'country code': 'AO'}",,
insert,3972,"{'station name': 'P.A. MAGESTIC', 'cost center': 'AO111S0003', 'country code': 'AO'}",,
insert,3973,"{'station name': 'P.A. ESTRELA', 'cost center': 'AO111S0004', 'country code': 'AO'}",,
insert,3974,"{'station name': 'P.A. MIRAMAR', 'cost center': 'AO111S0005', 'country code': 'AO'}",,
insert,3975,"{'station name': 'E.S. EPSI', 'cost center': 'AO111S0006', 'country code': 'AO'}",,
insert,3976,"{'station name': 'E.S. GOLF II', 'cost center': 'AO111S0007', 'country code': 'AO'}",,
insert,3977,"{'station name': 'P.A. BAIRRO POPULAR', 'cost center': 'AO111S0008', 'country code': 'AO'}",,
insert,3978,"{'station name': 'P.A. NGOLA', 'cost center': 'AO111S0009', 'country code': 'AO'}",,
insert,3979,"{'station name': 'P.A. SÃO PAULO', 'cost center': 'AO111S0010', 'country code': 'AO'}",,
insert,3980,"{'station name': 'P.A. ROQUE', 'cost center': 'AO111S0011', 'country code': 'AO'}",,
insert,3981,"{'station name': 'P.A. MULEMBA II', 'cost center': 'AO111S0012', 'country code': 'AO'}",,
insert,3982,"{'station name': 'P.A. MULENVOS II', 'cost center': 'AO111S0013', 'country code': 'AO'}",,
insert,3983,"{'station name': 'P.A. SANGANO', 'cost center': 'AO111S0501', 'country code': 'AO'}",,
insert,3984,"{'station name': 'E.S. FUNDA', 'cost center': 'AO111S0014', 'country code': 'AO'}",,
insert,3985,"{'station name': 'P.A. VENCER', 'cost center': 'AO111S0502', 'country code': 'AO'}",,
insert,3986,"{'station name': 'E.S. SEQUELE', 'cost center': 'AO111S0015', 'country code': 'AO'}",,
insert,3987,"{'station name': 'P.A. KATEPA', 'cost center': 'AO111S7001', 'country code': 'AO'}",,
insert,3988,"{'station name': 'E.S. SAGRADA ESPERANÇA', 'cost center': 'AO111S7002', 'country code': 'AO'}",,
insert,3989,"{'station name': 'P.A. CAINDE', 'cost center': 'AO111S2501', 'country code': 'AO'}",,
insert,3990,"{'station name': 'P.A. CAMABATELA', 'cost center': 'AO111S1003', 'country code': 'AO'}",,
insert,3991,"{'station name': 'P.A. ALDEIA VIÇOSA', 'cost center': 'AO111S7501', 'country code': 'AO'}",,
insert,3992,"{'station name': 'P.A. CAIYAVE', 'cost center': 'AO111S2006', 'country code': 'AO'}",,
insert,3993,"{'station name': 'P.A. ATILA', 'cost center': 'AO111S2007', 'country code': 'AO'}",,
insert,3994,"{'station name': 'P.A. CUIMA I', 'cost center': 'AO111S4006', 'country code': 'AO'}",,
insert,3995,"{'station name': 'E.S. MUKANKA', 'cost center': 'AO111S3003', 'country code': 'AO'}",,
insert,3996,"{'station name': 'ENTREPOSTO ', 'cost center': '?', 'country code': 'AO'}",,
insert,3997,"{'station name': 'Vulanjane - Inhassoro', 'cost center': 'MZ111S4201', 'country code': 'MZ'}",,
insert,3998,"{'station name': 'Patrice lumumba', 'cost center': 'MZ111S2200', 'country code': 'MZ'}",,
update,3999,,"{'cost center': 'MZ111S2208', 'station name': 'Massinga', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'massinga'}","{'cost center': 'MZ111S2208', 'station name': 'Mainga', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'massinga'}"
update,4000,,"{'cost center': 'MZ111S2210', 'station name': 'Polana', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'polana'}","{'cost center': 'MZ111S2210', 'station name': 'Polana', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'polana'}"
update,4001,,"{'cost center': 'MZ111S2211', 'station name': 'Xai xai', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'xai xai'}","{'cost center': 'MZ111S2211', 'station name': 'Xai xai', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'xai xai'}"
update,4002,,"{'cost center': 'MZ111S2216', 'station name': 'Vilanculos', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'vilanculos'}","{'cost center': 'MZ111S2216', 'station name': 'Vilamculos', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'vilanculos'}"
insert,4003,"{'station name': 'Tabacco', 'cost center': 'MZ111S2227', 'country code': 'MZ'}",,
insert,4004,"{'station name': 'Praca dos combatentes', 'cost center': 'MZ111S2204', 'country code': 'MZ'}",,
insert,4005,"{'station name': 'Via rapida', 'cost center': 'MZ111S2213', 'country code': 'MZ'}",,
insert,4006,"{'station name': 'Truck stop', 'cost center': 'MZ111S2203', 'country code': 'MZ'}",,
update,4007,,"{'cost center': 'MZ111S2222', 'station name': 'Km 11.5', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'km 11 5'}","{'cost center': 'MZ111S2222', 'station name': 'Km 11.5', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'km 11 5'}"
insert,4008,"{'station name': 'Naamacha', 'cost center': 'MZ111S2218', 'country code': 'MZ'}",,
insert,4009,"{'station name': 'Praça da paz', 'cost center': 'MZ111S4207', 'country code': 'MZ'}",,
update,4010,,"{'cost center': 'MZ111S2202', 'station name': '25 de setembro', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': '25 de setembro'}","{'cost center': 'MZ111S1202', 'station name': '25 de setembro', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'nan', 'norm_name': '25 de setembro'}"
insert,4011,"{'station name': 'Sanny 1', 'cost center': 'MZ111S4212', 'country code': 'MZ'}",,
insert,4012,"{'station name': 'Inhagoia', 'cost center': 'MZ111S2228', 'country code': 'MZ'}",,
insert,4013,"{'station name': 'Coop luxor', 'cost center': 'MZ111S2217', 'country code': 'MZ'}",,
update,4014,,"{'cost center': 'MZ111S4217', 'station name': 'Mahafil', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'mahafil'}","{'cost center': 'MZ111S2240', 'station name': 'Mahafil', 'city': 'South', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'mahafil'}"
insert,4015,"{'station name': 'Sanny 2', 'cost center': 'MZ111S4218', 'country code': 'MZ'}",,
insert,4016,"{'station name': 'Malhazine', 'cost center': 'MZ111S4222', 'country code': 'MZ'}",,
update,4017,,"{'cost center': 'MZ111S2233', 'station name': 'Intaka', 'city': 'South', 'segmentation': 'S1', 'management method': 'COCO', 'country code': 'MZ', 'norm_name': 'intaka'}","{'cost center': 'MZ111S2233', 'station name': 'Intaka', 'city': 'South', 'segmentation': 'S1', 'management method': 'COCO', 'country code': 'nan', 'norm_name': 'intaka'}"
update,4018,,"{'cost center': 'MZ111S2232', 'station name': 'Kumbeza', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'kumbeza'}","{'cost center': 'MZ111S2232', 'station name': 'Kumbeza', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'kumbeza'}"
update,4019,,"{'cost center': 'MZ111S2244', 'station name': 'Intaka village SS', 'city': 'South ', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'intaka village ss'}","{'cost center': 'MZ111S2244', 'station name': 'Intaka Village', 'city': 'South ', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'intaka village ss'}"
insert,4020,"{'station name': 'STAT SALAMANGA', 'cost center': 'MZ111S2245', 'country code': 'MZ'}",,
update,4021,,"{'cost center': 'MZ111S4221', 'station name': 'Magoanine', 'city': 'South', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'MZ', 'norm_name': 'magoanine'}","{'cost center': 'MZ111S4221', 'station name': 'Magoanine', 'city': 'South', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'nan', 'norm_name': 'magoanine'}"
insert,4022,"{'station name': 'Av Moçambique', 'cost center': 'MZ111S2231', 'country code': 'MZ'}",,
update,4023,,"{'cost center': 'MZ111S2234', 'station name': 'Matola Gare', 'city': 'South ', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'matola gare'}","{'cost center': 'MZ111S2234', 'station name': 'Matola Gare', 'city': 'South ', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'matola gare'}"
insert,4024,"{'station name': 'Inhamizua', 'cost center': 'MZ111S2221', 'country code': 'MZ'}",,
update,4025,,"{'cost center': 'MZ111S2206', 'station name': 'Ponta gea', 'city': 'Centre', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'ponta gea'}","{'cost center': 'MZ111S2206', 'station name': 'Ponta gea', 'city': 'Centre', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'ponta gea'}"
update,4026,,"{'cost center': 'MZ111S2223', 'station name': 'Maquinino', 'city': 'Centre', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'maquinino'}","{'cost center': 'MZ111S2223', 'station name': 'Maquinino', 'city': 'Centre', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'maquinino'}"
insert,4027,"{'station name': 'Posto central', 'cost center': 'MZ111S2219', 'country code': 'MZ'}",,
update,4028,,"{'cost center': 'MZ111S2207', 'station name': 'Chimoio', 'city': 'Centre', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'chimoio'}","{'cost center': 'MZ111S2207', 'station name': 'Chimoio', 'city': 'Centre', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'chimoio'}"
insert,4029,"{'station name': 'Chingodzi - Tete', 'cost center': 'MZ111S2229', 'country code': 'MZ'}",,
insert,4030,"{'station name': 'STATION INCHOPE', 'cost center': 'MZ111S2236', 'country code': 'MZ'}",,
update,4031,,"{'cost center': 'MZ111S4232', 'station name': 'SOGECOA', 'city': 'Centre', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'MZ', 'norm_name': 'sogecoa'}","{'cost center': 'MZ111S4232', 'station name': 'SOGECOA', 'city': 'Centre', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'nan', 'norm_name': 'sogecoa'}"
insert,4032,"{'station name': 'Amirana 2', 'cost center': 'MZ111S4232', 'country code': 'MZ'}",,
update,4033,,"{'cost center': 'MZ111S4232', 'station name': 'Amirana  ', 'city': 'Centre', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'MZ', 'norm_name': 'amirana'}","{'cost center': 'MZ111S4233', 'station name': 'Amirana I', 'city': 'Centre', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'nan', 'norm_name': 'amirana'}"
insert,4034,"{'station name': 'Zulficar', 'cost center': 'MZ111S4214', 'country code': 'MZ'}",,
insert,4035,"{'station name': 'Nacala Baixa(Nelson Belmonte)', 'cost center': 'MZ111S2224', 'country code': 'MZ'}",,
insert,4036,"{'station name': 'Plus Pemba, Estações  Serv. e Invest. Lda', 'cost center': 'MZ111S4210', 'country code': 'MZ'}",,
insert,4037,"{'station name': 'Excellent Fuel Mocuba', 'cost center': 'MZ111S4216', 'country code': 'MZ'}",,
insert,4038,"{'station name': 'Africa Cooporation-Auto Africa, plus Pemba', 'cost center': 'MZ111S4211', 'country code': 'MZ'}",,
